FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
BUNCH MT,240.0,OK,2013,Arson
BUCK TROT,2108.0,OK,2013,Arson
POWDER MILL,610.0,OK,2013,Debris Burning
WHEELER LN.,300.0,OK,2013,Debris Burning
FASTWALKER,32.0,OK,2013,Arson
NE30058A,80.0,OK,2013,Arson
NE30072A,31.0,OK,2013,Debris Burning
NE30082A,300.0,OK,2013,Arson
BUCK,71.0,OK,2013,Arson
WRIGHT,75.0,OK,2013,Arson
CINEMARC,150.0,OK,2013,Debris Burning
TRIPOLI,876.5,OK,2013,Miscellaneous
LURCH,48.9,OK,2013,Miscellaneous
CHICKEN HAWK,60.0,OK,2013,Miscellaneous
HOLY SMOKES,236.0,OK,2013,Miscellaneous
WRONG TURN,88.0,OK,2013,Debris Burning
SAND CREEK,190.0,OK,2013,Debris Burning
LAND PSYCHIC,68.8,OK,2013,Debris Burning
WALNUT,88.0,OK,2013,Debris Burning
FLETCHER,700.8,OK,2013,Arson
SLEEPER,34.0,OK,2013,Debris Burning
HANEY,1606.0,OK,2013,Arson
HULL,49.0,OK,2013,Arson
WOODY,110.0,OK,2013,Arson
BATTLE CREEK,37.5,OK,2013,Debris Burning
MASH,52.0,OK,2013,Arson
CC,95.0,OK,2013,Powerline
TURTLE,65.0,OK,2013,Debris Burning
HOG HILL,50.0,OK,2013,Missing/Undefined
MATTINGLY,58.1,OK,2013,Debris Burning
CR1405,32.0,OK,2013,Equipment Use
ROCKING T,591.0,OK,2013,Miscellaneous
NICHOLS,78.0,OK,2013,Arson
LELA,135.0,OK,2013,Debris Burning
BIG HIGH TOP,2100.0,OK,2013,Arson
CROSS,40.0,OK,2013,Debris Burning
LONE RANGER,71.7,OK,2013,Miscellaneous
WETLAND,183.0,OK,2013,Arson
SLEEPER,736.4,OK,2013,Miscellaneous
STANDCLIFF SPRING,205.0,OR,2013,Lightning
MICKEY,65.3,OR,2013,Lightning
RIECKENS CORNER,201.4,OR,2013,Lightning
STANDCLIFF CREEK,56.8,OR,2013,Lightning
MANN,355.0,OR,2013,Lightning
COYOTE GAP,807.0,OR,2013,Lightning
ROCK BUTTE,55.1,OR,2013,Lightning
COLEMAN CREEK,68.0,OR,2013,Lightning
JUNIPER,56.0,OR,2013,Lightning
BIG PINE,75.0,OR,2013,Lightning
HOUSE CREEK,2769.0,OR,2013,Lightning
SHOOTING RANGE,144.0,OR,2013,Miscellaneous
BLITZEN,85.0,OR,2013,Lightning
OLYMPUS,3314.0,OR,2013,Lightning
7GB,102.9,OR,2013,Missing/Undefined
GREENHILL VINCI,119.0,OR,2013,Railroad
DOUBLE J,138.0,OR,2013,Lightning
BEACON HILL COMPLEX,131.0,OR,2013,Equipment Use
WORTHINGTON ROAD,94.0,OR,2013,Miscellaneous
STRATTON CREEK,154.0,OR,2013,Equipment Use
BIG WINDY,26725.0,OR,2013,Lightning
BRIMSTONE,2298.0,OR,2013,Lightning
FARMERS GULCH,248.2,OR,2013,Lightning
DADS,15362.0,OR,2013,Lightning
PANTHER BUTTE,70.0,OR,2013,Lightning
BROOKSIDE BLVD,31.6,OR,2013,Equipment Use
PACIFICA,252.0,OR,2013,Miscellaneous
0121,1000.0,OR,2013,Missing/Undefined
0171 GORDON BUTTE,4084.0,OR,2013,Miscellaneous
0172 GATEWAY,589.0,OR,2013,Railroad
0312,46.0,OR,2013,Railroad
0299 MUDDY CREEK,100.0,OR,2013,Lightning
0342 STAGECOACH,330.0,OR,2013,Debris Burning
0335,100.0,OR,2013,Equipment Use
0492 FOX BUTTE,31.0,OR,2013,Lightning
0813 MCDONALDS FERRY,205.4,OR,2013,Lightning
NORTH RABBIT,17524.0,OR,2013,Lightning
ANDREWS CR,60.3,OR,2013,Smoking
SHIVELEY CR,206.0,OR,2013,Miscellaneous
BLAND MTN,158.6,OR,2013,Equipment Use
LOWER PANTHER BUTTE,112.0,OR,2013,Lightning
BEST,40.0,OR,2013,Debris Burning
SOUTH FORK MCKAY,80.0,OR,2013,Lightning
SUCCOR CREEK,107.0,OR,2013,Miscellaneous
SOUTH FORK 1,293.8,OR,2013,Lightning
CROWLEY CREEK,12935.0,OR,2013,Lightning
STOCKADE,6614.0,OR,2013,Lightning
BIRCH CREEK,180.0,OR,2013,Equipment Use
SAND SPRINGS,2200.0,OR,2013,Lightning
CROOKED CREEK,5067.0,OR,2013,Lightning
OWYHEE,46444.6,OR,2013,Lightning
PASCAL,2816.0,OR,2013,Lightning
SHUMWAY,613.0,OR,2013,Lightning
CURRY CANYON,2574.0,OR,2013,Lightning
JONES,45.0,OR,2013,Lightning
BEAVER TABLE,154.7,OR,2013,Missing/Undefined
STEMLER RIDGE,3026.0,OR,2013,Lightning
GRASSY MOUNTAIN,15720.0,OR,2013,Lightning
SHARON CREEK,10772.0,OR,2013,Lightning
LONE TREE,1519.0,OR,2013,Lightning
GRASSHOPPER,114.0,OR,2013,Lightning
SOUTH FORK 2,313.2,OR,2013,Lightning
WEST PARSNIP,69.0,OR,2013,Lightning
CEDAR MOUNTAIN,23948.0,OR,2013,Lightning
HOLE INTHE GROUND,45.5,OR,2013,Lightning
WHITEHORSE MTN,35.0,OR,2013,Lightning
SKULL,108.0,OR,2013,Lightning
HAT BUTTE,205.0,OR,2013,Lightning
POWDER RIVER,77.0,OR,2013,Lightning
MIDDLE FORK,534.0,ID,2013,Lightning
GUM CREEK,115.0,OR,2013,Lightning
WOLFORD CANYON,314.0,OR,2013,Lightning
HWY. 26 MP 101,63.5,OR,2013,Equipment Use
DUMP,152.0,OR,2013,Fireworks
SUNNY SIDE,53000.0,OR,2013,Arson
WEBSTER FIRE,90.0,OR,2013,Lightning
CONE,44.5,SD,2013,Arson
ASSMAN,58.0,SD,2013,Arson
MUDDY BRANCH,40.0,TN,2013,Debris Burning
TFS #9179,31.1,TX,2013,Missing/Undefined
SATERWHITE,59.2,TX,2013,Campfire
GAP,881.0,UT,2013,Lightning
BLACK MOUNTAIN,4324.0,UT,2013,Lightning
CINDER PIT,438.0,UT,2013,Lightning
RUSH LAKE,345.0,UT,2013,Lightning
GRASSY TRAIL,110.0,UT,2013,Debris Burning
ROCKCREEK,199.2,UT,2013,Lightning
BIG CANYON,71.0,UT,2013,Lightning
ANTELOPE,5451.0,UT,2013,Lightning
DEATH CANYON,81.0,UT,2013,Lightning
MOORES,145.0,UT,2013,Lightning
HELLS KITCHEN,31.5,UT,2013,Lightning
ASPEN SPRINGS,38.0,UT,2013,Lightning
SALT,33.8,UT,2013,Lightning
JIM WILLS,93.5,UT,2013,Lightning
FISH RANGE,47.9,UT,2013,Lightning
222,1576.7,UT,2013,Lightning
FLOOD CANYON,66.0,UT,2013,Powerline
BORDER COMPLEX,170.0,UT,2013,Lightning
WILDFLOWER,1748.0,UT,2013,Lightning
GOOSE CREEK,142.0,UT,2013,Lightning
ROCKY,431.0,UT,2013,Lightning
PLAYGROUND,2539.0,UT,2013,Lightning
TABBY,95.0,UT,2013,Miscellaneous
PATCH SPRINGS,31010.0,UT,2013,Lightning
ROCKPORT,1920.0,UT,2013,Lightning
PARK VALLEY,34.0,UT,2013,Lightning
SPIKE,63.0,AZ,2013,Lightning
COXS CORNER,37.0,UT,2013,Arson
HAYDEN,365.0,UT,2013,Arson
HARDING,55.0,UT,2013,Arson
UFO HILL,50.0,UT,2013,Arson
BROWNS DRAW,53.0,UT,2013,Lightning
CRATER,54.0,UT,2013,Lightning
BUTTERCUP,72.8,WA,2013,Debris Burning
BUFFALO LAKE ROAD,206.0,WA,2013,Miscellaneous
RATTLESNAKE,600.0,WA,2013,Fireworks
JOHN TOM,39.5,WA,2013,Lightning
HIGHWAY 155,162.9,WA,2013,Miscellaneous
CAMERON LAKE,254.0,WA,2013,Lightning
SANDHILLS,120.0,WA,2013,Lightning
SOUTH WHITMORE,50.0,WA,2013,Lightning
SIX MILE,56.0,WA,2013,Lightning
ARTIC DAN,252.0,WA,2013,Lightning
CASTLE ROCK,250.0,WA,2013,Arson
SMOKY RIDGE,80.0,WA,2013,Lightning
BLENZ,72.0,WA,2013,Missing/Undefined
B AND O,1537.0,WA,2013,Missing/Undefined
KEYSTONE NORTH,459.0,WA,2013,Lightning
BRUSH CREEK,60.0,WA,2013,Debris Burning
DALLES MTN. RD.,168.0,WA,2013,Equipment Use
AVERY GRAVEL,512.0,WA,2013,Lightning
MM 28,26093.0,WA,2013,Miscellaneous
KING MOUNTAIN,40.0,WA,2013,Debris Burning
JO JO FIRE,4243.0,WA,2013,Lightning
ROCK CREEK,168.0,WA,2013,Equipment Use
288 JO JO RD.,368.0,WA,2013,Miscellaneous
END OF KAYS RD.,34.0,WA,2013,Arson
DRY CREEK,42.1,WY,2013,Lightning
BIG FORK,1508.6,WY,2013,Arson
BELLE FOURCHE,58.9,WY,2013,Debris Burning
MOOSE,240.0,WY,2013,Lightning
SUPERIOR,61.7,WY,2013,Missing/Undefined
SAND BUTTE,77.5,WY,2013,Lightning
BUFFALO,31.8,WY,2013,Miscellaneous
TWIN BUTTES,75.0,WY,2013,Lightning
KLONDIKE,292.0,WY,2013,Lightning
HAWK,88.0,WY,2013,Lightning
SNAKE,189.0,WY,2013,Lightning
DRUID,205.0,WY,2013,Lightning
ALDER,4240.0,WY,2013,Lightning
ALUM,7299.0,WY,2013,Lightning
CLEAR-CUT,554.0,FL,2013,Debris Burning
UNIT 7,55.0,MD,2013,Miscellaneous
UNIT 3,185.0,MD,2013,Miscellaneous
WILD HORSE,34.4,PR,2013,Miscellaneous
2013 SARGENT RANCH,1757.0,TX,2013,Debris Burning
2013 WEST EUREKA,53.0,KS,2013,Missing/Undefined
CHICHARRA BANCO,481.0,TX,2013,Debris Burning
VETERAN'S,50.0,TX,2013,Debris Burning
VERONICA,50.0,FL,2013,Arson
LEVEE,82.0,AR,2013,Campfire
INCIDENT #3005,40.0,OR,2013,Debris Burning
PALO BLANCO,38.0,TX,2013,Debris Burning
PUERTO NEGRO,1500.0,PR,2013,Arson
OHM,43.5,CA,2013,Missing/Undefined
WF WEST OF AHR ENTRANCE,90.5,TX,2013,Debris Burning
CAPPY'S PLACE WF,281.0,TX,2013,Missing/Undefined
ALGER,48.0,OR,2013,Lightning
123 FIRE,150.6,NC,2013,Missing/Undefined
FLORA VISTA,902.0,FL,2013,Campfire
DOLPHIN,61.0,TX,2013,Campfire
BURLINGAME ROAD,75.0,KS,2013,Missing/Undefined
JAGUAR,37.0,TX,2013,Arson
TINDALL FIRE,70.0,MS,2013,Missing/Undefined
ARROYO,46.5,TX,2013,Debris Burning
CENTER,2349.0,FL,2013,Lightning
GARCIA,33.4,AZ,2013,Missing/Undefined
LA CASITA,50.0,TX,2013,Debris Burning
CULLINGFORD,58.0,FL,2013,Lightning
TRIANGLE FIRE,1662.0,FL,2013,Missing/Undefined
IMPACT AREA,300.0,PR,2013,Arson
COTTONWOODS GROVE,166.0,KS,2013,Lightning
UNIT 11,355.0,SD,2013,Debris Burning
CPC,126.8,PR,2013,Arson
MOLLENDORP,80.0,IA,2013,Missing/Undefined
BAYS BRANCH,80.0,IA,2013,Missing/Undefined
ANDERSON,75.0,SD,2013,Campfire
MAY DAY,900.0,FL,2013,Campfire
LAKE HARDEN WF,39.0,MN,2013,Miscellaneous
SCHULL WF13,70.0,SD,2013,Arson
ANDOVER COMPLEX,120.0,MN,2013,Equipment Use
ROAD O SR 243,140.0,WA,2013,Debris Burning
CHOO CHOO,166.0,ND,2013,Equipment Use
285G,117.0,MN,2013,Debris Burning
E ROAD,140.0,WA,2013,Debris Burning
FFS INCIDENT # 0167,35.0,FL,2013,Lightning
GEISE WILDFIRE,126.0,MN,2013,Debris Burning
ALTAR,35.4,AZ,2013,Campfire
BLUE LAKE,5000.0,NE,2013,Lightning
MELVIN SLOUGH #1,119.0,MN,2013,Debris Burning
KERTSONVILLE FIRE,240.0,MN,2013,Missing/Undefined
SWAN LAKE WF,430.0,MN,2013,Campfire
PHIL AUS,350.0,ND,2013,Missing/Undefined
MARTINSON,384.0,ND,2013,Missing/Undefined
FREMONT,432.0,CA,2013,Missing/Undefined
ISLAND LAKE,3200.0,AZ,2013,Miscellaneous
SIVERTSON,157.5,ND,2013,Missing/Undefined
MP 34,200.0,WA,2013,Miscellaneous
LONG LAKE,155.0,WA,2013,Missing/Undefined
BURN AGAIN ,46.4,TX,2013,Missing/Undefined
SHOOTING RANGE,34.0,WA,2013,Arson
THOMAS,108.0,AZ,2013,Campfire
DOZER LINE,122.4,PR,2013,Arson
WF DAVE'S SMOKE,100.0,TX,2013,Missing/Undefined
IONE,338.0,WA,2013,Missing/Undefined
267 FIRE,198.0,OK,2013,Debris Burning
BYE BYE G,295.0,LA,2013,Miscellaneous
DOD4,1276.0,NV,2013,Lightning
WEST BIG HILL,104.0,TX,2013,Missing/Undefined
WF CARDIAC TRAIL,348.0,TX,2013,Lightning
WF EAST UNIT MIDDLE,248.0,TX,2013,Lightning
554 JALAMUND,92.0,AK,2013,Lightning
496 STUVER CREEK,41.0,AK,2013,Lightning
CONSTITUTION ,52.0,PR,2013,Arson
WF CADE MUD BAYOU,2116.0,TX,2013,Missing/Undefined
MIGUEL,44.0,CA,2013,Missing/Undefined
LOWER CRAB CREEK NORTH,47.5,WA,2013,Arson
SEARS POINT,45.0,CA,2013,Missing/Undefined
CROW BUTTE,210.0,WA,2013,Missing/Undefined
D.N.R SALTFLATS,30.6,PR,2013,Arson
CABO ROJO SALTFLATS,112.0,PR,2013,Arson
DEEP BEND,194.0,NC,2013,Lightning
RATTLE SNAKE,40.0,OR,2013,Missing/Undefined
WF TEXAS POINT SOUTH,183.0,TX,2013,Lightning
HAWK,31.4,MT,2013,Lightning
WF UNIT 1 2013,2575.0,TX,2013,Lightning
WF DIP-N-VATS,683.0,TX,2013,Lightning
LEONARD FIRE,6384.0,LA,2013,Lightning
CHAINLINK FIRE,1340.0,LA,2013,Lightning
HWY 24,39.0,WA,2013,Lightning
FIELD,40.0,CA,2013,Equipment Use
GOOSE FIRE,111.0,LA,2013,Lightning
THREAT 1 FIRE,334.0,LA,2013,Lightning
THREAT 2 FIRE,240.0,LA,2013,Lightning
THREAT 3 FIRE,124.0,LA,2013,Lightning
THREAT 4 FIRE,48.0,LA,2013,Lightning
APACHE FIRE,3105.0,LA,2013,Lightning
DEAD CANYON,3280.0,WA,2013,Missing/Undefined
TFS 6331 ASSIST,33.0,TX,2013,Equipment Use
WF ROBISON THREE,51.0,TX,2013,Missing/Undefined
RIFFLE,1007.0,OR,2013,Missing/Undefined
7,150.0,CA,2013,Missing/Undefined
LOWER CRAB CREEK EAST,485.0,WA,2013,Missing/Undefined
SPRINGBOARD,39.0,WA,2013,Missing/Undefined
BEASLEY ROAD,58.1,MS,2013,Missing/Undefined
WF UNIT 12 KICKOFF,4729.0,TX,2013,Missing/Undefined
WF SOUTH OF JR'S PLACE,84.0,TX,2013,Missing/Undefined
WEST EUREKA FY14,41.0,KS,2013,Arson
BOYER,200.0,ID,2013,Railroad
OUGHT 7,388.0,ID,2013,Equipment Use
WAHA,147.0,ID,2013,Arson
COTTONWOOD CREEK,166.0,ID,2013,Lightning
BITTER,48.0,ID,2013,Equipment Use
FRENCHY CREEK,350.0,ID,2013,Lightning
LOST GREGORY,34.0,ID,2013,Miscellaneous
LOWER FORD,43.3,ID,2013,Miscellaneous
BROWN ROAD,59.0,ID,2013,Miscellaneous
FARMERS ROAD,110.0,ID,2013,Lightning
WHITEFISH LAKE,4310.2,AK,2013,Lightning
SUMMIT LAKE,32.9,AK,2013,Missing/Undefined
CALIFORNIA CREEK,780.0,AK,2013,Miscellaneous
EXCELSIOR,6137.0,AK,2013,Lightning
POINT MACKENZIE,45.0,AK,2013,Campfire
LOUISE CREEK,239.0,AK,2013,Miscellaneous
LONG CREEK,84.0,AK,2013,Equipment Use
TAKOTNA RIVER,2023.7,AK,2013,Lightning
GAGARYAH,750.0,AK,2013,Lightning
MIDDLE FORK,183.9,AK,2013,Lightning
MOON LAKE,25500.0,AK,2013,Lightning
NUYAKUK RIVER,2411.0,AK,2013,Lightning
GOLD MINE,247.5,AK,2013,Lightning
MOODY CREEK,40.0,AK,2013,Miscellaneous
TABERT LAKE,1489.0,AK,2013,Lightning
BILLY CREEK,13383.0,AK,2013,Lightning
DENNISON FORK,35.6,AK,2013,Lightning
DOESTOCK CREEK,29099.1,AK,2013,Lightning
CHULITNA,2446.9,AK,2013,Lightning
CLEAR AFB,81.3,AK,2013,Lightning
KANUTI,96.4,AK,2013,Miscellaneous
STUVER CREEK #2,38.0,AK,2013,Lightning
VILLAGE CREEK,130.4,AK,2013,Lightning
BEAVER CREEK,70.2,AK,2013,Lightning
CHEENEETNUK,121.5,AK,2013,Lightning
NORTH PORK CHOP,166.6,AK,2013,Lightning
LADUE FORK,7966.0,AK,2013,Lightning
QGUOHAYDOK,89.0,AK,2013,Lightning
GEORGE RIVER,584.9,AK,2013,Lightning
HOHOLITNA,2829.3,AK,2013,Lightning
MULCHATNA RIVER,195.4,AK,2013,Lightning
TATLANIKA CREEK,200.0,AK,2013,Miscellaneous
CLEARWATER CREEK,101.7,AK,2013,Lightning
FISH LAKE,30.1,AK,2013,Lightning
BIG TIMBER CREEK,8617.0,AK,2013,Lightning
JULIE CREEK,705.2,AK,2013,Lightning
CAN CREEK,6590.1,AK,2013,Lightning
CARIBOU CREEK,1436.0,AK,2013,Equipment Use
TETLIN JCT RIDGE,20749.0,AK,2013,Lightning
BEALE AFB BEALE,340.0,CA,2013,Missing/Undefined
OAK,40.0,CA,2013,Miscellaneous
LAKESHORE DR  CLEARLAKE_O,31.0,CA,2013,Arson
GEORGE,118.0,CA,2013,Missing/Undefined
SUNSET AV / MESA ST 2,100.0,CA,2013,Missing/Undefined
PALMYRITA,40.0,CA,2013,Children
FOSTER,300.0,CA,2013,Debris Burning
NELSON,33.0,CA,2013,Equipment Use
,50.0,CA,2013,Missing/Undefined
PFE,164.0,CA,2013,Missing/Undefined
152,124.0,CA,2013,Arson
,100.0,CA,2013,Debris Burning
AVOCADO,100.0,CA,2013,Miscellaneous
FLYNN,90.0,CA,2013,Miscellaneous
CREEK,65.0,CA,2013,Smoking
SUMMIT,5912.0,CA,2013,Missing/Undefined
SMILEY,124.0,CA,2013,Miscellaneous
,40.0,CA,2013,Missing/Undefined
COTTONWOOD,57.0,CA,2013,Smoking
MURPHY,140.0,CA,2013,Missing/Undefined
RIVER,40.0,CA,2013,Missing/Undefined
306,217.0,CA,2013,Debris Burning
,53.0,CA,2013,Missing/Undefined
CANADA,100.0,CA,2013,Miscellaneous
GOLD,183.0,CA,2013,Missing/Undefined
,335.0,CA,2013,Debris Burning
JURUPA,300.0,CA,2013,Missing/Undefined
SHELTON,303.0,CA,2013,Equipment Use
,32.3,CA,2013,Missing/Undefined
,100.0,CA,2013,Missing/Undefined
TRES PINOS,354.0,CA,2013,Equipment Use
VIPER,38.0,CA,2013,Miscellaneous
REVIS,60.0,CA,2013,Missing/Undefined
RIVER,407.0,CA,2013,Missing/Undefined
54,50.0,CA,2013,Missing/Undefined
FIELD,35.0,CA,2013,Miscellaneous
TESLA,32.0,CA,2013,Equipment Use
ROBERT ST / GARFIELD RD,100.0,CA,2013,Missing/Undefined
3-7,502.0,CA,2013,Miscellaneous
CLEMENTS,50.0,CA,2013,Equipment Use
50,163.0,CA,2013,Miscellaneous
FIDDLERS,215.0,CA,2013,Missing/Undefined
PASKENTA,195.0,CA,2013,Miscellaneous
CREEK,94.0,CA,2013,Miscellaneous
HEACOCK,40.0,CA,2013,Missing/Undefined
8TH,40.0,CA,2013,Miscellaneous
W SANTA FE GRADE  / BRITT,130.0,CA,2013,Missing/Undefined
ADELAIDA,80.0,CA,2013,Missing/Undefined
CENTERVILLE,80.0,CA,2013,Miscellaneous
MENDOTA,40.0,CA,2013,Debris Burning
COTTONWOOD,50.0,CA,2013,Equipment Use
MADERA,49.0,CA,2013,Missing/Undefined
CALIFORNIA,100.0,CA,2013,Smoking
DOUBLE,70.0,CA,2013,Missing/Undefined
POWERS,100.0,CA,2013,Miscellaneous
HIGHWAY,100.0,CA,2013,Miscellaneous
MCGANNEY 2,74.0,CA,2013,Missing/Undefined
TEHAMA,75.0,CA,2013,Missing/Undefined
HONEY,34.0,CA,2013,Miscellaneous
INDIAN,38.0,CA,2013,Missing/Undefined
ELM AV  HIGHLAND_CITY 33,100.0,CA,2013,Arson
EMPIRE,36.0,CA,2013,Miscellaneous
MORGAN,100.0,CA,2013,Lightning
BEALE AFB GRASS VALLEY GA,250.0,CA,2013,Missing/Undefined
CONCORD,235.0,CA,2013,Missing/Undefined
WARNER,185.0,CA,2013,Lightning
LAKEVILLE,158.0,CA,2013,Equipment Use
REDLANDS,150.0,CA,2013,Missing/Undefined
DIABLO GRANDE PKWY / DEL,127.0,CA,2013,Missing/Undefined
UNION,116.0,CA,2013,Smoking
PINNACLES,95.0,CA,2013,Miscellaneous
PANORAMA,85.0,CA,2013,Arson
LIVEOAK,73.0,CA,2013,Missing/Undefined
RELAY,68.0,CA,2013,Missing/Undefined
GALE,62.0,CA,2013,Miscellaneous
CHUCKWAGON,31.0,CA,2013,Miscellaneous
NELSON,40.0,CA,2013,Equipment Use
FLUME,36.0,CA,2013,Miscellaneous
28TH,60.0,CA,2013,Debris Burning
TYLER,52.0,CA,2013,Missing/Undefined
PRATT,46.0,CA,2013,Missing/Undefined
TROUT,45.0,CA,2013,Lightning
DOOLITTLE,37.0,CA,2013,Miscellaneous
GRANT,36.9,CA,2013,Missing/Undefined
VINA,200.0,CA,2013,Lightning
RUTH HILL,101.0,CA,2013,Missing/Undefined
GRANT,66.0,CA,2013,Miscellaneous
MARSH,33.0,CA,2013,Equipment Use
ROADRUNNER,96.0,CA,2013,Miscellaneous
GULCH,77.0,CA,2013,Missing/Undefined
,200.0,CA,2013,Missing/Undefined
SKYWAY,37.0,CA,2013,Missing/Undefined
NEAL,200.0,CA,2013,Miscellaneous
50TH,100.0,CA,2013,Miscellaneous
HARVEST,164.0,CA,2013,Equipment Use
COYOTE,195.0,CA,2013,Equipment Use
WESTLAND,58.0,CA,2013,Equipment Use
YELLOW,84.0,CA,2013,Miscellaneous
SILVERADO,75.0,CA,2013,Debris Burning
FREEMAN,105.0,CA,2013,Miscellaneous
,50.0,CA,2013,Missing/Undefined
FLYNN,58.0,CA,2013,Missing/Undefined
DEER,207.0,CA,2013,Arson
VASCO,241.0,CA,2013,Smoking
,2000.0,CA,2013,Missing/Undefined
,75.0,CA,2013,Miscellaneous
BORDER 2,100.0,CA,2013,Missing/Undefined
LONE,298.0,CA,2013,Missing/Undefined
CONEJO,80.0,CA,2013,Missing/Undefined
,4358.0,CA,2013,Missing/Undefined
GARBO LN  PINE_GROVE,100.0,CA,2013,Children
MADERA,70.0,CA,2013,Missing/Undefined
CLINTON,88.52,CA,2013,Equipment Use
COLLIER,63.0,CA,2013,Equipment Use
ROLLING,480.0,CA,2013,Miscellaneous
MOUNTAIN,58.0,CA,2013,Miscellaneous
SALMON,100.0,CA,2013,Equipment Use
,912.0,CA,2013,Missing/Undefined
DERRICK,35.0,CA,2013,Miscellaneous
RIVER,86.5,CA,2013,Missing/Undefined
,60.0,CA,2013,Equipment Use
AENEAS Y EAST,85.8,WA,2013,Lightning
BMIDC INC 217 - MAIL TRAIL,2450.0,WA,2013,Miscellaneous
COLOCKUM TARPS,80053.0,WA,2013,Miscellaneous
BMIDC INC 1028 GRANDE RONDE,1167.0,WA,2013,Lightning
INDEPENDENCE,110.0,WA,2013,Fireworks
MILEPOST 10,5541.0,WA,2013,Lightning
PUU ANAHULU COMPLEX,688.0,HI,2013,Debris Burning
,40.0,NE,2013,Debris Burning
,40.0,NE,2013,Debris Burning
,40.0,NE,2013,Lightning
DOG MT,90.0,WA,2013,Miscellaneous
,300.0,NE,2013,Equipment Use
RATHERT,32.0,WA,2013,Lightning
,40.0,NE,2013,Arson
,70.0,NE,2013,Debris Burning
,80.0,NE,2013,Equipment Use
,700.0,NE,2013,Debris Burning
,120.0,NE,2013,Equipment Use
,100.0,NE,2013,Equipment Use
25 MILE II,2096.0,WA,2013,Miscellaneous
REPUBLIC TRACK,52.0,WA,2013,Debris Burning
,45.0,NE,2013,Debris Burning
STEMILT LOOP ROAD,45.0,WA,2013,Miscellaneous
EAGLE ROCK,56.0,WA,2013,Debris Burning
RBC - KEYSTONE,455.0,WA,2013,Lightning
,45.0,NE,2013,Debris Burning
,40.0,NE,2013,Powerline
,1000.0,NE,2013,Debris Burning
,80.0,NE,2013,Debris Burning
,50.0,NE,2013,Debris Burning
,80.0,NE,2013,Debris Burning
,35.0,NE,2013,Debris Burning
,50.0,NE,2013,Miscellaneous
,35.0,NE,2013,Equipment Use
RBC - KNOX,80.0,WA,2013,Lightning
,40.0,NE,2013,Equipment Use
,60.0,NE,2013,Debris Burning
DEPOT SPRINGS,50.0,WA,2013,Miscellaneous
C-LINE FIRE,82.0,WA,2013,Campfire
,40.0,NE,2013,Debris Burning
,35.0,NE,2013,Equipment Use
,80.0,NE,2013,Debris Burning
,65.0,NE,2013,Equipment Use
,40.0,NE,2013,Lightning
,55.0,NE,2013,Lightning
,75.0,NE,2013,Lightning
,35.0,NE,2013,Fireworks
MARINE VIEW 2,55.0,WA,2013,Miscellaneous
,150.0,NE,2013,Equipment Use
,50.0,NE,2013,Miscellaneous
,350.0,NE,2013,Lightning
BLUEBIRD,72.5,WA,2013,Miscellaneous
SILVER STAR,350.0,WA,2013,Lightning
,80.0,NE,2013,Miscellaneous
,80.0,NE,2013,Debris Burning
,35.0,NE,2013,Debris Burning
OROVILLE AIRPORT,76.0,WA,2013,Lightning
EAST SIDE,120.0,SD,2013,Miscellaneous
ALEY COUNTY 20,200.0,ND,2013,Debris Burning
FIELD FIRE,100.0,ND,2013,Miscellaneous
RON ERICKSON,360.0,ND,2013,Powerline
CASCADE,79.5,SD,2013,Lightning
DAVIS CREEK,503.0,OR,2013,Equipment Use
BOB JOHNSON 2,200.0,ND,2013,Debris Burning
KJELLAND,80.0,ND,2013,Equipment Use
SMOCK ROAD,71.5,OR,2013,Arson
WALSTON,343.0,OR,2013,Lightning
ART BOTTOM,150.0,SD,2013,Debris Burning
# 34 BURN,50.0,SD,2013,Debris Burning
GRASS FIRE,50.0,SD,2013,Miscellaneous
GRASS FIRE,45.0,SD,2013,Miscellaneous
REED BUTTE,70.0,MT,2013,Miscellaneous
MILL CREEK,707.12,MT,2013,Equipment Use
COTTONWOOD CR,44.0,MT,2013,Debris Burning
GENENA XIV  0605,154.0,OR,2013,Lightning
KOLB / NELSON,50.0,SD,2013,Equipment Use
BECKMAN,350.0,SD,2013,Equipment Use
WEISCHEDEL,40.0,SD,2013,Miscellaneous
SUTTON BAY,50.0,SD,2013,Miscellaneous
FEEDING HAWK,75.0,SD,2013,Miscellaneous
GRASS FIRE,50.0,SD,2013,Miscellaneous
FREMARK2,150.0,SD,2013,Miscellaneous
SIEGLING,90.0,SD,2013,Miscellaneous
TINY TWO (737),137.0,OR,2013,Debris Burning
GRASS FIRE,160.0,SD,2013,Miscellaneous
BUTT,85.0,SD,2013,Miscellaneous
BOX SPRINGS,497.0,OR,2013,Equipment Use
JOHNSON PRESCRIBED FIRE,35.0,SD,2013,Miscellaneous
RABBIT,122.4,OR,2013,Lightning
WIND FIRE,60.0,SD,2013,Miscellaneous
SHEEP CORNER,40.0,SD,2013,Miscellaneous
NIMROD,604.0,MT,2013,Powerline
BUTLER HILL FIRE,32.0,OR,2013,Smoking
MILLER CREEK,161.0,MT,2013,Lightning
RUMSEY GULCH,269.0,MT,2013,Powerline
EAST ARGYLE,107.3,SD,2013,Debris Burning
BURGESS ROAD  0091,168.0,OR,2013,Equipment Use
,47.0,CA,2013,Missing/Undefined
