STATE,FIRE_YEAR,STAT_CAUSE_DESCR,COUNT_CAUSES
AZ,2011,Debris Burning,106
AZ,2011,Equipment Use,66
AZ,2011,Fireworks,8
AZ,2011,Lightning,831
AZ,2011,Miscellaneous,267
AZ,2011,Missing/Undefined,357
AZ,2011,Railroad,3
AZ,2011,Smoking,9
AZ,2011,Structure,4
AZ,2012,Arson,166
AZ,2012,Campfire,135
AZ,2012,Children,35
AZ,2012,Debris Burning,94
AZ,2012,Equipment Use,82
AZ,2012,Fireworks,10
AZ,2012,Lightning,756
AZ,2012,Miscellaneous,411
AZ,2012,Missing/Undefined,42
AZ,2012,Powerline,4
AZ,2012,Railroad,2
AZ,2012,Smoking,19
AZ,2012,Structure,4
AZ,2013,Arson,112
AZ,2013,Campfire,142
AZ,2013,Children,19
AZ,2013,Debris Burning,40
AZ,2013,Equipment Use,53
AZ,2013,Fireworks,2
AZ,2013,Lightning,692
AZ,2013,Miscellaneous,536
AZ,2013,Missing/Undefined,48
AZ,2013,Powerline,3
AZ,2013,Railroad,1
AZ,2013,Smoking,16
AZ,2013,Structure,1
AZ,2014,Arson,145
AZ,2014,Campfire,123
AZ,2014,Children,12
AZ,2014,Debris Burning,67
AZ,2014,Equipment Use,86
AZ,2014,Fireworks,4
AZ,2014,Lightning,530
AZ,2014,Miscellaneous,573
AZ,2014,Missing/Undefined,1269
AZ,2014,Powerline,3
AZ,2014,Railroad,4
AZ,2014,Smoking,9
AZ,2014,Structure,3
AZ,2015,Arson,105
AZ,2015,Campfire,88
AZ,2015,Children,19
AZ,2015,Debris Burning,30
AZ,2015,Equipment Use,67
AZ,2015,Fireworks,3
AZ,2015,Lightning,615
AZ,2015,Miscellaneous,300
AZ,2015,Missing/Undefined,2581
AZ,2015,Powerline,2
AZ,2015,Railroad,1
AZ,2015,Smoking,6
AZ,2015,Structure,2
CA,1992,Arson,1155
CA,1992,Campfire,433
CA,1992,Children,549
CA,1992,Debris Burning,688
CA,1992,Equipment Use,2323
CA,1992,Fireworks,13
CA,1992,Lightning,2696
CA,1992,Miscellaneous,2427
CA,1992,Missing/Undefined,1
CA,1992,Powerline,32
CA,1992,Railroad,36
CA,1992,Smoking,472
CA,1992,Structure,8
CA,1993,Arson,1077
CA,1993,Campfire,447
CA,1993,Children,437
CA,1993,Debris Burning,665
CA,1993,Equipment Use,2177
CA,1993,Fireworks,15
CA,1993,Lightning,705
CA,1993,Miscellaneous,2310
CA,1993,Missing/Undefined,2
CA,1993,Powerline,26
CA,1993,Railroad,32
CA,1993,Smoking,374
CA,1993,Structure,3
CA,1994,Arson,768
CA,1994,Campfire,452
CA,1994,Children,412
CA,1994,Debris Burning,705
CA,1994,Equipment Use,2091
CA,1994,Fireworks,23
CA,1994,Lightning,1502
CA,1994,Miscellaneous,2225
CA,1994,Powerline,18
CA,1994,Railroad,63
CA,1994,Smoking,391
CA,1994,Structure,4
CA,1995,Arson,997
CA,1995,Campfire,412
CA,1995,Children,413
CA,1995,Debris Burning,561
CA,1995,Equipment Use,1976
CA,1995,Fireworks,12
CA,1995,Lightning,549
CA,1995,Miscellaneous,1967
CA,1995,Missing/Undefined,3
CA,1995,Powerline,35
CA,1995,Railroad,105
CA,1995,Smoking,343
CA,1995,Structure,8
CA,1996,Arson,948
CA,1996,Campfire,781
CA,1996,Children,419
CA,1996,Debris Burning,632
CA,1996,Equipment Use,2335
CA,1996,Fireworks,27
CA,1996,Lightning,1414
CA,1996,Miscellaneous,2186
CA,1996,Missing/Undefined,7
CA,1996,Powerline,29
CA,1996,Railroad,50
CA,1996,Smoking,341
CA,1996,Structure,4
CA,1997,Arson,763
CA,1997,Campfire,590
CA,1997,Children,349
CA,1997,Debris Burning,733
CA,1997,Equipment Use,2027
CA,1997,Fireworks,5
CA,1997,Lightning,1100
CA,1997,Miscellaneous,1985
CA,1997,Missing/Undefined,1
CA,1997,Powerline,26
CA,1997,Railroad,46
CA,1997,Smoking,301
CA,1997,Structure,4
CA,1998,Arson,837
CA,1998,Campfire,391
CA,1998,Children,279
CA,1998,Debris Burning,342
CA,1998,Equipment Use,1796
CA,1998,Fireworks,9
CA,1998,Lightning,1041
CA,1998,Miscellaneous,1750
CA,1998,Missing/Undefined,11
CA,1998,Powerline,119
CA,1998,Railroad,34
CA,1998,Smoking,252
CA,1998,Structure,3
CA,1999,Arson,1068
CA,1999,Campfire,544
CA,1999,Children,311
CA,1999,Debris Burning,556
CA,1999,Equipment Use,1978
CA,1999,Fireworks,8
CA,1999,Lightning,1605
CA,1999,Miscellaneous,2356
CA,1999,Missing/Undefined,63
CA,1999,Powerline,113
CA,1999,Railroad,40
CA,1999,Smoking,263
CA,1999,Structure,5
CA,2000,Arson,828
CA,2000,Campfire,487
CA,2000,Children,272
CA,2000,Debris Burning,488
CA,2000,Equipment Use,1745
CA,2000,Fireworks,4
CA,2000,Lightning,889
CA,2000,Miscellaneous,1892
CA,2000,Missing/Undefined,7
CA,2000,Powerline,74
CA,2000,Railroad,60
CA,2000,Smoking,231
CA,2001,Arson,952
CA,2001,Campfire,518
CA,2001,Children,270
CA,2001,Debris Burning,427
CA,2001,Equipment Use,2076
CA,2001,Fireworks,3
CA,2001,Lightning,1486
CA,2001,Miscellaneous,2056
CA,2001,Missing/Undefined,44
CA,2001,Powerline,54
CA,2001,Railroad,26
CA,2001,Smoking,268
CA,2001,Structure,2
CA,2002,Arson,936
CA,2002,Campfire,405
CA,2002,Children,212
CA,2002,Debris Burning,499
CA,2002,Equipment Use,1966
CA,2002,Fireworks,4
CA,2002,Lightning,647
CA,2002,Miscellaneous,2092
CA,2002,Missing/Undefined,22
CA,2002,Powerline,50
CA,2002,Railroad,30
CA,2002,Smoking,264
CA,2002,Structure,6
CA,2003,Arson,865
CA,2003,Campfire,320
CA,2003,Children,157
CA,2003,Debris Burning,347
CA,2003,Equipment Use,2038
CA,2003,Fireworks,9
CA,2003,Lightning,1950
CA,2003,Miscellaneous,1946
CA,2003,Missing/Undefined,22
CA,2003,Powerline,40
CA,2003,Railroad,29
CA,2003,Smoking,187
CA,2003,Structure,3
CA,2004,Arson,809
CA,2004,Campfire,382
CA,2004,Children,160
CA,2004,Debris Burning,470
CA,2004,Equipment Use,2211
CA,2004,Fireworks,6
CA,2004,Lightning,1087
CA,2004,Miscellaneous,1995
CA,2004,Missing/Undefined,41
CA,2004,Powerline,38
CA,2004,Railroad,20
CA,2004,Smoking,194
CA,2004,Structure,5
CA,2005,Arson,787
CA,2005,Campfire,318
CA,2005,Children,118
CA,2005,Debris Burning,358
CA,2005,Equipment Use,2052
CA,2005,Fireworks,11
CA,2005,Lightning,695
CA,2005,Miscellaneous,2084
CA,2005,Missing/Undefined,30
CA,2005,Powerline,35
CA,2005,Railroad,28
CA,2005,Smoking,157
CA,2005,Structure,5
CA,2006,Arson,928
CA,2006,Campfire,324
CA,2006,Children,196
CA,2006,Debris Burning,446
CA,2006,Equipment Use,2061
CA,2006,Fireworks,6
CA,2006,Lightning,1399
CA,2006,Miscellaneous,2646
CA,2006,Missing/Undefined,19
CA,2006,Powerline,41
CA,2006,Railroad,21
CA,2006,Smoking,180
CA,2006,Structure,4
CA,2007,Arson,1169
CA,2007,Campfire,347
CA,2007,Children,595
CA,2007,Debris Burning,770
CA,2007,Equipment Use,1664
CA,2007,Fireworks,3
CA,2007,Lightning,868
CA,2007,Miscellaneous,4308
CA,2007,Missing/Undefined,63
CA,2007,Powerline,25
CA,2007,Railroad,23
CA,2007,Smoking,316
CA,2008,Arson,680
CA,2008,Campfire,353
CA,2008,Children,271
CA,2008,Debris Burning,682
CA,2008,Equipment Use,1191
CA,2008,Fireworks,4
CA,2008,Lightning,1102
CA,2008,Miscellaneous,3231
CA,2008,Missing/Undefined,50
CA,2008,Powerline,7
CA,2008,Railroad,18
CA,2008,Smoking,150
CA,2008,Structure,5
CA,2009,Arson,518
CA,2009,Campfire,300
CA,2009,Children,215
CA,2009,Debris Burning,598
CA,2009,Equipment Use,1065
CA,2009,Fireworks,9
CA,2009,Lightning,957
CA,2009,Miscellaneous,2096
CA,2009,Missing/Undefined,981
CA,2009,Powerline,60
CA,2009,Railroad,8
CA,2009,Smoking,128
CA,2009,Structure,5
CA,2010,Arson,390
CA,2010,Campfire,245
CA,2010,Children,180
CA,2010,Debris Burning,479
CA,2010,Equipment Use,887
CA,2010,Fireworks,3
CA,2010,Lightning,616
CA,2010,Miscellaneous,1870
CA,2010,Missing/Undefined,913
CA,2010,Powerline,63
CA,2010,Railroad,17
CA,2010,Smoking,111
CA,2010,Structure,2
CA,2011,Arson,696
CA,2011,Campfire,253
CA,2011,Children,427
CA,2011,Debris Burning,763
CA,2011,Equipment Use,1188
CA,2011,Fireworks,7
CA,2011,Lightning,586
CA,2011,Miscellaneous,1586
CA,2011,Missing/Undefined,2597
CA,2011,Powerline,144
CA,2011,Railroad,8
CA,2011,Smoking,301
CA,2011,Structure,6
CA,2012,Arson,587
CA,2012,Campfire,337
CA,2012,Children,221
CA,2012,Debris Burning,731
CA,2012,Equipment Use,738
CA,2012,Fireworks,6
CA,2012,Lightning,670
CA,2012,Miscellaneous,1671
CA,2012,Missing/Undefined,1941
CA,2012,Powerline,73
CA,2012,Railroad,12
CA,2012,Smoking,211
CA,2012,Structure,10
CA,2013,Arson,689
CA,2013,Campfire,300
CA,2013,Children,219
CA,2013,Debris Burning,895
CA,2013,Equipment Use,738
CA,2013,Fireworks,3
CA,2013,Lightning,1082
CA,2013,Miscellaneous,1989
CA,2013,Missing/Undefined,2515
CA,2013,Powerline,36
CA,2013,Railroad,4
CA,2013,Smoking,245
CA,2013,Structure,8
CA,2014,Arson,535
CA,2014,Campfire,351
CA,2014,Children,133
CA,2014,Debris Burning,699
CA,2014,Equipment Use,548
CA,2014,Fireworks,19
CA,2014,Lightning,895
CA,2014,Miscellaneous,1522
CA,2014,Missing/Undefined,1585
CA,2014,Powerline,47
CA,2014,Railroad,7
CA,2014,Smoking,133
CA,2014,Structure,20
CA,2015,Arson,653
CA,2015,Campfire,226
CA,2015,Children,115
CA,2015,Debris Burning,784
CA,2015,Equipment Use,536
CA,2015,Fireworks,10
CA,2015,Lightning,1459
CA,2015,Miscellaneous,1753
CA,2015,Missing/Undefined,1687
CA,2015,Powerline,13
CA,2015,Railroad,3
CA,2015,Smoking,123
CA,2015,Structure,3
CO,1992,Arson,84
CO,1992,Campfire,156
CO,1992,Children,21
CO,1992,Debris Burning,45
CO,1992,Equipment Use,19
CO,1992,Fireworks,2
CO,1992,Lightning,787
CO,1992,Miscellaneous,34
CO,1992,Missing/Undefined,121
CO,1992,Powerline,1
CO,1992,Railroad,8
CO,1992,Smoking,44
CO,1993,Arson,87
CO,1993,Campfire,237
CO,1993,Children,28
CO,1993,Debris Burning,42
CO,1993,Equipment Use,35
CO,1993,Fireworks,3
CO,1993,Lightning,564
CO,1993,Miscellaneous,52
CO,1993,Missing/Undefined,139
CO,1993,Powerline,1
CO,1993,Railroad,7
CO,1993,Smoking,49
CO,1994,Arson,119
CO,1994,Campfire,295
CO,1994,Children,53
CO,1994,Debris Burning,59
CO,1994,Equipment Use,41
CO,1994,Lightning,1592
CO,1994,Miscellaneous,32
CO,1994,Missing/Undefined,233
CO,1994,Powerline,1
CO,1994,Railroad,12
CO,1994,Smoking,78
CO,1995,Arson,68
CO,1995,Campfire,216
CO,1995,Children,33
CO,1995,Debris Burning,103
CO,1995,Equipment Use,44
CO,1995,Fireworks,16
CO,1995,Lightning,715
CO,1995,Miscellaneous,28
CO,1995,Missing/Undefined,192
CO,1995,Powerline,1
CO,1995,Railroad,27
CO,1995,Smoking,74
CO,1996,Arson,10
CO,1996,Campfire,128
CO,1996,Children,5
CO,1996,Debris Burning,49
CO,1996,Equipment Use,11
CO,1996,Fireworks,1
CO,1996,Lightning,1121
CO,1996,Miscellaneous,29
CO,1996,Missing/Undefined,5
CO,1996,Powerline,2
CO,1996,Railroad,6
CO,1996,Smoking,36
CO,1996,Structure,2
CO,1997,Arson,17
CO,1997,Campfire,76
CO,1997,Children,3
CO,1997,Debris Burning,24
CO,1997,Equipment Use,11
CO,1997,Fireworks,8
CO,1997,Lightning,538
CO,1997,Miscellaneous,12
CO,1997,Railroad,5
CO,1997,Smoking,27
CO,1997,Structure,1
CO,1998,Arson,7
CO,1998,Campfire,96
CO,1998,Children,10
CO,1998,Debris Burning,44
CO,1998,Equipment Use,12
CO,1998,Fireworks,19
CO,1998,Lightning,515
CO,1998,Miscellaneous,21
CO,1998,Powerline,1
CO,1998,Railroad,2
CO,1998,Smoking,38
CO,1999,Arson,13
CO,1999,Campfire,79
CO,1999,Children,2
CO,1999,Debris Burning,44
CO,1999,Equipment Use,15
CO,1999,Fireworks,13
CO,1999,Lightning,519
CO,1999,Miscellaneous,33
CO,1999,Missing/Undefined,11
CO,1999,Powerline,2
CO,1999,Railroad,4
CO,1999,Smoking,21
CO,2000,Arson,13
CO,2000,Campfire,71
CO,2000,Children,5
CO,2000,Debris Burning,38
CO,2000,Equipment Use,10
CO,2000,Fireworks,6
CO,2000,Lightning,1383
CO,2000,Miscellaneous,38
CO,2000,Missing/Undefined,19
CO,2000,Powerline,3
CO,2000,Railroad,2
CO,2000,Smoking,31
CO,2001,Arson,4
CO,2001,Campfire,78
CO,2001,Children,5
CO,2001,Debris Burning,11
CO,2001,Equipment Use,9
CO,2001,Fireworks,1
CO,2001,Lightning,1080
CO,2001,Miscellaneous,40
CO,2001,Missing/Undefined,10
CO,2001,Powerline,6
CO,2001,Railroad,5
CO,2001,Smoking,17
CO,2002,Arson,20
CO,2002,Campfire,54
CO,2002,Children,5
CO,2002,Debris Burning,14
CO,2002,Equipment Use,13
CO,2002,Fireworks,1
CO,2002,Lightning,994
CO,2002,Miscellaneous,74
CO,2002,Missing/Undefined,13
CO,2002,Powerline,4
CO,2002,Railroad,4
CO,2002,Smoking,25
CO,2003,Arson,21
CO,2003,Campfire,131
CO,2003,Children,1
CO,2003,Debris Burning,14
CO,2003,Equipment Use,2
CO,2003,Fireworks,1
CO,2003,Lightning,1379
CO,2003,Miscellaneous,45
CO,2003,Missing/Undefined,815
CO,2003,Powerline,2
CO,2003,Smoking,11
CO,2004,Arson,12
CO,2004,Campfire,83
CO,2004,Children,2
CO,2004,Debris Burning,7
CO,2004,Equipment Use,8
CO,2004,Lightning,901
CO,2004,Miscellaneous,25
CO,2004,Missing/Undefined,268
CO,2004,Powerline,1
CO,2004,Smoking,3
CO,2005,Arson,14
CO,2005,Campfire,73
CO,2005,Debris Burning,3
CO,2005,Equipment Use,16
CO,2005,Fireworks,69
CO,2005,Lightning,745
CO,2005,Miscellaneous,49
CO,2005,Missing/Undefined,899
CO,2005,Powerline,3
CO,2005,Smoking,4
CO,2006,Arson,22
CO,2006,Campfire,88
CO,2006,Debris Burning,10
CO,2006,Equipment Use,17
CO,2006,Fireworks,1
CO,2006,Lightning,1066
CO,2006,Miscellaneous,80
CO,2006,Missing/Undefined,20
CO,2006,Powerline,3
CO,2006,Railroad,4
CO,2006,Smoking,5
CO,2007,Arson,3
CO,2007,Campfire,91
CO,2007,Children,2
CO,2007,Debris Burning,4
CO,2007,Equipment Use,9
CO,2007,Fireworks,5
CO,2007,Lightning,850
CO,2007,Miscellaneous,73
CO,2007,Missing/Undefined,27
CO,2007,Powerline,3
CO,2007,Railroad,2
CO,2007,Smoking,1
CO,2008,Arson,5
CO,2008,Campfire,102
CO,2008,Children,1
CO,2008,Debris Burning,33
CO,2008,Equipment Use,29
CO,2008,Fireworks,3
CO,2008,Lightning,617
CO,2008,Miscellaneous,82
CO,2008,Missing/Undefined,114
CO,2008,Powerline,1
CO,2008,Railroad,2
CO,2008,Smoking,14
CO,2008,Structure,12
CO,2009,Arson,6
CO,2009,Campfire,107
CO,2009,Children,2
CO,2009,Debris Burning,15
CO,2009,Equipment Use,14
CO,2009,Lightning,738
CO,2009,Miscellaneous,43
CO,2009,Missing/Undefined,24
CO,2009,Powerline,1
CO,2009,Smoking,2
CO,2010,Arson,204
CO,2010,Campfire,185
CO,2010,Children,11
CO,2010,Debris Burning,12
CO,2010,Equipment Use,11
CO,2010,Fireworks,42
CO,2010,Lightning,673
CO,2010,Miscellaneous,1388
CO,2010,Missing/Undefined,68
CO,2010,Powerline,1
CO,2010,Railroad,7
CO,2010,Smoking,92
CO,2011,Arson,21
CO,2011,Campfire,136
CO,2011,Children,2
CO,2011,Debris Burning,3
CO,2011,Equipment Use,13
CO,2011,Fireworks,2
CO,2011,Lightning,643
CO,2011,Miscellaneous,90
CO,2011,Missing/Undefined,40
CO,2011,Powerline,1
CO,2011,Smoking,6
CO,2012,Arson,37
CO,2012,Campfire,117
CO,2012,Debris Burning,13
CO,2012,Equipment Use,19
CO,2012,Fireworks,2
CO,2012,Lightning,746
CO,2012,Miscellaneous,113
CO,2012,Missing/Undefined,48
CO,2012,Powerline,1
CO,2012,Railroad,7
CO,2012,Smoking,3
CO,2013,Arson,41
CO,2013,Campfire,122
CO,2013,Children,12
CO,2013,Debris Burning,103
CO,2013,Equipment Use,165
CO,2013,Fireworks,42
CO,2013,Lightning,1007
CO,2013,Miscellaneous,2210
CO,2013,Missing/Undefined,8
CO,2013,Powerline,1
CO,2013,Railroad,4
CO,2013,Smoking,178
CO,2013,Structure,1
CO,2014,Arson,8
CO,2014,Campfire,91
CO,2014,Children,1
CO,2014,Debris Burning,8
CO,2014,Equipment Use,13
CO,2014,Fireworks,5
CO,2014,Lightning,425
CO,2014,Miscellaneous,34
CO,2014,Missing/Undefined,12
CO,2014,Powerline,3
CO,2014,Smoking,3
CO,2015,Arson,8
CO,2015,Campfire,141
CO,2015,Children,4
CO,2015,Debris Burning,10
CO,2015,Equipment Use,11
CO,2015,Fireworks,2
CO,2015,Lightning,347
CO,2015,Miscellaneous,35
CO,2015,Missing/Undefined,27
CO,2015,Powerline,2
CO,2015,Smoking,4
CT,1992,Arson,69
CT,1992,Campfire,35
CT,1992,Children,28
CT,1992,Debris Burning,28
CT,1992,Equipment Use,3
CT,1992,Miscellaneous,23
CT,1992,Missing/Undefined,2
CT,1992,Railroad,4
CT,1992,Smoking,10
CT,1993,Arson,32
CT,1993,Campfire,20
CT,1993,Children,9
CT,1993,Debris Burning,13
CT,1993,Equipment Use,5
CT,1993,Lightning,3
CT,1993,Miscellaneous,15
CT,1993,Missing/Undefined,1
CT,1993,Railroad,2
CT,1993,Smoking,3
CT,1994,Arson,87
CT,1994,Campfire,56
CT,1994,Children,62
CT,1994,Debris Burning,39
CT,1994,Equipment Use,10
CT,1994,Miscellaneous,17
CT,1994,Missing/Undefined,1
CT,1994,Railroad,6
CT,1994,Smoking,12
CT,1995,Arson,33
CT,1995,Campfire,21
CT,1995,Children,22
CT,1995,Debris Burning,13
CT,1995,Equipment Use,1
CT,1995,Lightning,1
CT,1995,Miscellaneous,5
CT,1995,Railroad,4
CT,1995,Smoking,10
CT,1996,Arson,6
CT,1996,Campfire,6
CT,1996,Children,5
CT,1996,Debris Burning,3
CT,1996,Equipment Use,1
CT,1996,Miscellaneous,1
CT,1996,Railroad,5
CT,1997,Arson,14
CT,1997,Campfire,10
CT,1997,Children,14
CT,1997,Debris Burning,24
CT,1997,Equipment Use,3
CT,1997,Lightning,1
CT,1997,Miscellaneous,10
CT,1997,Missing/Undefined,3
CT,1997,Railroad,2
CT,1997,Smoking,2
CT,1998,Arson,3
CT,1998,Campfire,1
CT,1998,Children,3
CT,1998,Debris Burning,8
CT,1998,Lightning,1
CT,1998,Miscellaneous,12
CT,1998,Smoking,2
CT,1999,Arson,80
CT,1999,Campfire,15
CT,1999,Children,28
CT,1999,Debris Burning,38
CT,1999,Equipment Use,1
CT,1999,Lightning,7
CT,1999,Miscellaneous,116
CT,1999,Missing/Undefined,7
CT,1999,Railroad,1
CT,1999,Smoking,4
CT,2000,Arson,32
CT,2000,Campfire,5
CT,2000,Children,3
CT,2000,Debris Burning,19
CT,2000,Equipment Use,2
CT,2000,Lightning,1
CT,2000,Miscellaneous,52
CT,2000,Missing/Undefined,8
CT,2000,Railroad,4
CT,2001,Arson,55
CT,2001,Campfire,12
CT,2001,Children,14
CT,2001,Debris Burning,38
CT,2001,Equipment Use,2
CT,2001,Lightning,1
CT,2001,Miscellaneous,84
CT,2001,Smoking,1
CT,2002,Arson,57
CT,2002,Campfire,2
CT,2002,Children,5
CT,2002,Debris Burning,15
CT,2002,Miscellaneous,26
CT,2002,Missing/Undefined,1
CT,2002,Smoking,1
CT,2003,Arson,17
CT,2003,Campfire,5
CT,2003,Children,14
CT,2003,Debris Burning,14
CT,2003,Equipment Use,4
CT,2003,Miscellaneous,40
CT,2003,Smoking,1
CT,2004,Arson,6
CT,2004,Campfire,1
CT,2004,Children,7
CT,2004,Debris Burning,11
CT,2004,Equipment Use,1
CT,2004,Lightning,1
CT,2004,Miscellaneous,58
CT,2004,Smoking,2
CT,2005,Arson,15
CT,2005,Campfire,13
CT,2005,Children,8
CT,2005,Debris Burning,33
CT,2005,Equipment Use,8
CT,2005,Miscellaneous,209
CT,2005,Missing/Undefined,7
CT,2006,Arson,7
CT,2006,Campfire,11
CT,2006,Children,19
CT,2006,Debris Burning,24
CT,2006,Equipment Use,2
CT,2006,Miscellaneous,299
CT,2006,Missing/Undefined,1
CT,2006,Railroad,2
CT,2006,Smoking,7
CT,2007,Arson,8
CT,2007,Campfire,16
CT,2007,Children,5
CT,2007,Debris Burning,33
CT,2007,Equipment Use,4
CT,2007,Lightning,1
CT,2007,Miscellaneous,249
CT,2007,Railroad,2
CT,2007,Smoking,13
CT,2008,Arson,14
CT,2008,Campfire,33
CT,2008,Children,22
CT,2008,Debris Burning,103
CT,2008,Equipment Use,8
CT,2008,Miscellaneous,140
CT,2008,Missing/Undefined,4
CT,2008,Railroad,6
CT,2008,Smoking,36
CT,2009,Arson,4
CT,2009,Campfire,41
CT,2009,Children,5
CT,2009,Debris Burning,54
CT,2009,Equipment Use,6
CT,2009,Miscellaneous,112
CT,2009,Railroad,4
CT,2009,Smoking,31
CT,2010,Arson,25
CT,2010,Campfire,24
CT,2010,Children,5
CT,2010,Debris Burning,34
CT,2010,Equipment Use,4
CT,2010,Miscellaneous,289
CT,2010,Missing/Undefined,14
CT,2010,Railroad,1
CT,2010,Smoking,22
CT,2011,Arson,1
CT,2011,Campfire,5
CT,2011,Children,1
CT,2011,Debris Burning,20
CT,2011,Equipment Use,2
CT,2011,Miscellaneous,189
CT,2011,Missing/Undefined,5
CT,2011,Smoking,4
CT,2012,Arson,5
CT,2012,Campfire,59
CT,2012,Children,8
CT,2012,Debris Burning,38
CT,2012,Equipment Use,1
CT,2012,Miscellaneous,447
CT,2012,Missing/Undefined,1
CT,2012,Railroad,2
CT,2012,Smoking,15
CT,2015,Arson,6
CT,2015,Campfire,13
CT,2015,Debris Burning,12
CT,2015,Equipment Use,2
CT,2015,Miscellaneous,321
CT,2015,Powerline,5
CT,2015,Railroad,1
CT,2015,Smoking,11
CT,2015,Structure,1
DC,1992,Arson,2
DC,1992,Campfire,1
DC,1993,Arson,6
DC,1993,Miscellaneous,1
DC,1994,Arson,1
DC,1994,Children,1
DC,1994,Smoking,2
DC,1995,Arson,3
DC,1995,Debris Burning,1
DC,1995,Equipment Use,1
DC,1997,Miscellaneous,3
DC,1998,Equipment Use,1
DC,1998,Miscellaneous,10
DC,1998,Smoking,2
DC,1999,Miscellaneous,7
DC,1999,Smoking,1
DC,2001,Campfire,1
DC,2002,Arson,1
DC,2005,Arson,2
DC,2006,Arson,1
DC,2006,Miscellaneous,2
DC,2007,Smoking,1
DC,2008,Miscellaneous,1
DC,2009,Miscellaneous,1
DC,2010,Lightning,1
DC,2011,Arson,1
DC,2011,Missing/Undefined,1
DC,2012,Children,1
DC,2012,Miscellaneous,4
DC,2013,Arson,1
DC,2014,Debris Burning,1
DC,2015,Miscellaneous,2
DC,2015,Smoking,1
DE,1992,Arson,3
DE,1993,Miscellaneous,1
DE,1994,Arson,1
DE,1994,Miscellaneous,1
DE,1995,Arson,4
DE,1995,Debris Burning,1
DE,1997,Arson,4
DE,1997,Equipment Use,1
DE,1999,Miscellaneous,2
DE,2000,Debris Burning,1
DE,2001,Arson,1
DE,2002,Arson,6
DE,2002,Campfire,7
DE,2002,Equipment Use,1
DE,2002,Lightning,7
DE,2002,Miscellaneous,16
DE,2002,Smoking,2
DE,2003,Campfire,1
DE,2003,Equipment Use,2
DE,2003,Miscellaneous,15
DE,2003,Smoking,3
DE,2004,Arson,1
DE,2004,Campfire,2
DE,2004,Debris Burning,5
DE,2004,Equipment Use,1
DE,2004,Miscellaneous,15
DE,2004,Smoking,3
DE,2005,Equipment Use,1
DE,2005,Lightning,1
DE,2005,Miscellaneous,12
DE,2007,Miscellaneous,2
DE,2010,Railroad,1
DE,2012,Campfire,1
DE,2012,Children,1
DE,2012,Debris Burning,3
DE,2012,Equipment Use,2
DE,2012,Fireworks,1
DE,2012,Lightning,2
DE,2012,Miscellaneous,3
DE,2012,Railroad,1
DE,2012,Smoking,5
DE,2013,Campfire,1
DE,2013,Debris Burning,3
DE,2013,Equipment Use,2
DE,2013,Miscellaneous,2
DE,2013,Smoking,1
DE,2014,Campfire,1
DE,2014,Debris Burning,1
DE,2014,Smoking,1
DE,2015,Arson,1
DE,2015,Campfire,1
DE,2015,Debris Burning,4
DE,2015,Equipment Use,4
DE,2015,Smoking,4
DE,2015,Structure,2
FL,1992,Arson,176
FL,1992,Campfire,51
FL,1992,Children,234
FL,1992,Debris Burning,220
FL,1992,Equipment Use,938
FL,1992,Lightning,607
FL,1992,Miscellaneous,459
FL,1992,Powerline,3
FL,1992,Railroad,1450
FL,1992,Smoking,84
FL,1993,Arson,138
FL,1993,Campfire,31
FL,1993,Children,204
FL,1993,Debris Burning,243
FL,1993,Equipment Use,963
FL,1993,Fireworks,1
FL,1993,Lightning,1220
FL,1993,Miscellaneous,394
FL,1993,Powerline,1
FL,1993,Railroad,1267
FL,1993,Smoking,86
FL,1994,Arson,157
FL,1994,Campfire,47
FL,1994,Children,198
FL,1994,Debris Burning,166
FL,1994,Equipment Use,755
FL,1994,Lightning,802
FL,1994,Miscellaneous,281
FL,1994,Powerline,1
FL,1994,Railroad,1058
FL,1994,Smoking,65
FL,1995,Arson,128
FL,1995,Campfire,26
FL,1995,Children,201
FL,1995,Debris Burning,157
FL,1995,Equipment Use,716
FL,1995,Lightning,461
FL,1995,Miscellaneous,279
FL,1995,Railroad,1160
FL,1995,Smoking,58
FL,1996,Arson,147
FL,1996,Campfire,43
FL,1996,Children,347
FL,1996,Debris Burning,271
FL,1996,Equipment Use,935
FL,1996,Fireworks,1
FL,1996,Lightning,447
FL,1996,Miscellaneous,492
FL,1996,Powerline,1
FL,1996,Railroad,1913
FL,1996,Smoking,99
FL,1996,Structure,1
FL,1997,Arson,111
FL,1997,Campfire,63
FL,1997,Children,275
FL,1997,Debris Burning,230
FL,1997,Equipment Use,963
FL,1997,Lightning,567
FL,1997,Miscellaneous,380
FL,1997,Railroad,1266
FL,1997,Smoking,57
FL,1998,Arson,116
FL,1998,Campfire,62
FL,1998,Children,250
FL,1998,Debris Burning,177
FL,1998,Equipment Use,945
FL,1998,Lightning,1638
FL,1998,Miscellaneous,420
FL,1998,Missing/Undefined,2
FL,1998,Powerline,1
FL,1998,Railroad,1117
FL,1998,Smoking,85
FL,1999,Arson,115
FL,1999,Campfire,74
FL,1999,Children,277
FL,1999,Debris Burning,307
FL,1999,Equipment Use,1044
FL,1999,Lightning,1506
FL,1999,Miscellaneous,555
FL,1999,Missing/Undefined,4
FL,1999,Railroad,1499
FL,1999,Smoking,103
FL,2000,Arson,149
FL,2000,Campfire,96
FL,2000,Children,362
FL,2000,Debris Burning,457
FL,2000,Equipment Use,1227
